,n_trades,trade_rate_per_min,median_gap_sec,mean_gap_sec,burst_frac,n_assets,top_asset_share,asset_switch_rate,sizing_sum,sizing_mean,sizing_std,turnover,pnl_sum,pnl_mean,pnl_std,win_rate,avg_gain,avg_loss_abs,payoff_ratio,pnl_skew_proxy,dd_max,window_start_balance,small_gain_frac,large_loss_frac,loss_tail_ratio,asymmetry_index,gain_clipping,loss_aversion_trader_window,pred_revenge_trader_window
0,30,0.0007789139343375554,77975.5,77030.33333333333,0.03333333333333333,9,0.3,0.5172413793103449,16196.6497300449,539.8883243348299,168.43289577093196,1.6198512558987561,-49.54,-1.6513333333333333,5.563382581409123,0.4,3.2433333333333336,4.914444444444445,0.6599593035057736,-5.569767435383992,-0.005261605084584785,9998.85,0.1,0.43333333333333335,2.2553009204850505,0.20484881501166388,0.3161049535946502,0,0.0019732239677592075
1,30,0.000867829139870433,62919.0,73373.53333333334,0.0,8,0.26666666666666666,0.3448275862068966,14401.4325717246,480.04775239082,150.43244114650145,1.4414044860976511,-75.58,-2.5193333333333334,5.085670154418218,0.4,2.1508333333333334,5.632777777777778,0.38184239070053094,-5.194979075150644,-0.006697860628049551,9991.25,0.13333333333333333,0.4666666666666667,2.6383847543923813,0.4473430640730011,0.4144282424263945,0,0.001755855888771626
2,30,0.0009049514418138847,58523.5,68340.93333333333,0.0,9,0.23333333333333334,0.3448275862068966,13875.986369545199,462.53287898483995,140.00496082421438,1.39092712556586,-90.81000000000002,-3.0270000000000006,5.213472699286618,0.36666666666666664,2.369090909090909,6.151052631578947,0.385152111452121,-2.6048192762117655,-0.008829128103551792,9976.07,0.1,0.5666666666666667,2.620767493765064,0.4438847425505714,0.5639344261062439,0,0.0016654331964388422
3,30,0.0009111981699090979,52702.5,65852.56666666667,0.0,9,0.23333333333333334,0.3448275862068966,13489.532868726103,449.65109562420344,153.31416522130178,1.3572487914860372,-42.66,-1.422,5.7719293373933525,0.43333333333333335,3.6523076923076916,5.302352941176471,0.6888088612993233,-7.550335560335118,-0.005120295244534537,9938.88,0.06666666666666667,0.43333333333333335,1.2677272725832125,0.18426664239116983,0.30694828263847734,0,0.002102094667287533
4,30,0.0008324207535442625,64188.5,73038.33333333333,0.0,7,0.23333333333333334,0.3793103448275862,13776.1839244883,459.20613081627664,171.2591345222445,1.388444091026424,-21.58,-0.7193333333333333,5.487286204040889,0.5,3.626,5.0646666666666675,0.7159405026887045,-14.37894729274236,-0.0034307495542747674,9922.03,0.03333333333333333,0.4,1.3121588087702039,0.1655415771518632,0.2874599358686439,0,0.002765491090149181
5,30,0.0010421624175388988,47212.0,58732.23333333333,0.0,6,0.26666666666666666,0.3103448275862069,14200.582308250301,473.35274360834336,188.92827053012024,1.435624709550543,6.179999999999996,0.20599999999999988,5.219772488105799,0.5,4.386666666666668,3.974666666666666,1.1036564908326933,1.2766666624111203,0.0,9891.57,0.0,0.3333333333333333,0.764108352058227,-0.04927443788280105,0.38561698714086373,0,0.002038971429767086
6,30,0.0009331221021374716,58792.5,68804.26666666666,0.0,8,0.26666666666666666,0.41379310344827586,13653.493516757902,455.11645055859674,174.57800994951836,1.3776573423724074,-20.099999999999998,-0.6699999999999999,4.692576676205618,0.4666666666666667,3.5264285714285717,4.341875,0.812190256655565,-1.579545450955577,-0.0034730280324418426,9910.66,0.03333333333333333,0.43333333333333335,1.2462546814145592,0.10363687941945264,0.5422365244501631,0,0.001578097182824844
7,30,0.0008790337270590511,76201.5,71580.23333333334,0.0,6,0.2,0.5172413793103449,13800.1613109635,460.00537703211666,141.48003656542735,1.3936051751591878,-13.849999999999994,-0.4616666666666665,4.944429874273595,0.5,3.8219999999999996,4.745333333333333,0.8054228714234146,-2.2931034403686095,-0.002650848422972404,9902.49,0.06666666666666667,0.43333333333333335,1.1798290596273797,0.10777371409527194,0.6222887059652524,0,0.002125051415067676
8,30,0.000784473012820904,89423.0,81773.23333333334,0.0,6,0.2,0.5517241379310345,14396.321063442001,479.87736878140004,136.57826535433912,1.4558723625482803,-31.420000000000005,-1.0473333333333334,5.0850158059859,0.5333333333333333,3.1262499999999998,5.817142857142858,0.5374201865480859,-2.485999995028001,-0.0027668643720705046,9888.45,0.1,0.4666666666666667,1.9180018846525924,0.30088053827276867,0.5177847815366439,0,0.00576881746486979
9,30,0.0008219095515935456,82202.0,73634.36666666667,0.0,7,0.26666666666666666,0.3793103448275862,15282.158946501202,509.40529821670674,146.03198746266654,1.5448664654142,-35.61,-1.187,5.852065447344211,0.5666666666666667,3.0770588235294114,6.763076923076922,0.45497912534085105,-5.821359217649163,-0.0040587451552836105,9892.22,0.06666666666666667,0.36666666666666664,2.1850453168079595,0.374590167665538,0.5138339920025451,0,0.003552465729493939
10,30,0.0007854002814351008,102164.0,80916.3,0.0,6,0.36666666666666664,0.3103448275862069,14750.117380998297,491.6705793666099,164.1435975067919,1.49201473805455,-37.66,-1.2553333333333332,5.2867170787989375,0.5333333333333333,2.666875,5.737857142857143,0.464785883150666,-5.409708727359785,-0.0035534956362710465,9886.04,0.03333333333333333,0.36666666666666664,2.1312499995963545,0.3653872711579113,0.41623891732781354,0,0.004719227855854438
11,30,0.0008359534281056831,85312.5,72851.33333333333,0.0,5,0.5333333333333333,0.3103448275862069,14447.4251178872,481.58083726290664,166.2860831825894,1.4641468499915111,-32.08,-1.0693333333333332,4.923742572428034,0.5333333333333333,2.5456250000000002,5.200714285714286,0.4894760334177632,-3.090588231658129,-0.0037172649118769525,9867.47,0.03333333333333333,0.3333333333333333,2.0215885942929557,0.3427540658163551,0.41623891732781354,0,0.004719227855854438
12,30,0.0007606503729722328,92248.0,80483.73333333334,0.0,7,0.26666666666666666,0.3793103448275862,14087.183077404401,469.5727692468134,165.67935189176671,1.4297063976579152,-27.18,-0.906,4.275825066580717,0.5,2.6866666666666665,4.498666666666667,0.5972139891974183,-15.553846034201156,-0.003639426785206895,9853.2,0.06666666666666667,0.4,1.3633405637448768,0.2521803673800083,0.47997237560773953,0,0.0018376365707131023
13,30,0.000805132811130156,63581.5,74834.2,0.0,8,0.36666666666666664,0.3103448275862069,15499.225950067903,516.6408650022635,175.60871566976166,1.5742798528905553,-60.31000000000001,-2.0103333333333335,5.60348074296518,0.4,3.465,5.660555555555556,0.6121307291096442,-1.5002330995336908,-0.005522443241837794,9845.28,0.1,0.5,1.7633698450767767,0.24059417993223736,0.4138991819319166,0,0.0019007958848673485
14,30,0.000824552611495546,66321.5,73792.83333333333,0.0,7,0.23333333333333334,0.3448275862068966,14940.2359661405,498.0078655380167,179.5310899717893,1.5204784003007303,-33.31,-1.1103333333333334,5.801797868397961,0.43333333333333335,4.126923076923077,5.115294117647059,0.8067811901331305,-4.7226890676929605,-0.0037919766008787104,9826.01,0.06666666666666667,0.43333333333333335,1.4321372853052339,0.1069409017132507,0.40480863586790866,0,0.0016851830335732022
