timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,CALC_BAL,H-I
3/1/2025 9:30,NFLX,SELL,4,1754.256066,1756.097284,7.364872746,10007.36487,10007.36487,-6.36646E-11
3/1/2025 9:31,NVDA,BUY,36,1294.310342,1295.917635,57.86256088,10065.22743,10065.22743,-8.18545E-11
3/1/2025 9:32,AMZN,BUY,178,1966.272493,1969.666302,604.0980143,10669.32545,10669.32545,-5.82077E-11
3/1/2025 9:33,NFLX,SELL,131,2536.847037,2535.155812,-221.5504577,10447.77499,10447.77499,-2.72848E-11
3/1/2025 9:34,TSLA,SELL,1,915.8562134,915.0316449,-0.824568505,10446.95042,10446.95042,-9.45874E-11
3/1/2025 9:35,AMZN,BUY,17,591.9385843,589.4198673,-42.8181899,10404.13223,10404.13223,-6.18456E-11
3/1/2025 9:36,AMZN,BUY,199,1009.284768,1006.289878,-595.9830703,9808.149162,9808.149162,0
3/1/2025 9:37,NFLX,BUY,62,56.08297773,55.99434693,-5.495110149,9802.654051,9802.654051,0
3/1/2025 9:38,MSFT,BUY,48,464.0446966,464.5818396,25.78286481,9828.436916,9828.436916,0
3/1/2025 9:39,TSLA,BUY,62,2640.364755,2641.375475,62.66466243,9891.101579,9891.101579,0
3/1/2025 9:40,NFLX,SELL,69,818.6836063,817.2890424,-96.22490622,9794.876672,9794.876672,0
3/1/2025 9:41,TSLA,BUY,147,3480.333737,3479.507634,-121.4371493,9673.439523,9673.439523,0
3/1/2025 9:42,TSLA,BUY,103,629.0187487,630.7122268,174.4282474,9847.86777,9847.86777,0
3/1/2025 9:43,AMZN,SELL,110,2771.262419,2768.341405,-321.3115549,9526.556216,9526.556216,0
3/1/2025 9:44,NVDA,BUY,162,2482.403428,2482.42878,4.107026139,9530.663242,9530.663242,0
3/1/2025 9:45,TSLA,BUY,177,1161.355893,1163.967776,462.3032556,9992.966497,9992.966497,0
3/1/2025 9:46,GOOG,SELL,175,1191.050045,1190.518838,-92.96134758,9900.00515,9900.00515,0
3/1/2025 9:47,AMZN,BUY,91,1994.252954,1993.410631,-76.65140629,9823.353743,9823.353743,0
3/1/2025 9:48,MSFT,SELL,114,2990.690636,2993.176304,283.3661526,10106.7199,10106.7199,-4.18368E-11
3/1/2025 9:49,NVDA,BUY,178,1382.344957,1379.51749,-503.2891784,9603.430718,9603.430718,0
3/1/2025 9:50,GOOG,BUY,89,261.0705892,259.4625321,-143.1170799,9460.313638,9460.313638,0
3/1/2025 9:51,GOOG,BUY,154,1341.74616,1340.214949,-235.8065758,9224.507062,9224.507062,0
3/1/2025 9:52,MSFT,SELL,56,765.2287227,766.6171523,77.75205997,9302.259122,9302.259122,0
3/1/2025 9:53,NVDA,SELL,78,3290.264209,3287.056096,-250.2328415,9052.02628,9052.02628,0
3/1/2025 9:54,AMZN,SELL,14,2455.596495,2458.063729,34.54127632,9086.567557,9086.567557,0
3/1/2025 9:55,AAPL,SELL,25,225.3726915,225.3194688,-1.330569428,9085.236987,9085.236987,0
3/1/2025 9:56,NVDA,BUY,132,1060.810454,1062.902045,276.0900614,9361.327049,9361.327049,0
