timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance,CALC_BAL,H-I
3/1/2025 9:30,AMZN,BUY,127,2223.164281,2222.071972,-138.7232758,9861.276724,9861.276724,0
3/1/2025 9:31,AMZN,BUY,187,988.1118468,990.99286,538.7494756,10400.0262,10400.0262,0
3/1/2025 9:32,TSLA,BUY,47,1322.383395,1318.633856,-176.2283199,10223.79788,10223.79788,-6.36646E-11
3/1/2025 9:33,AMZN,BUY,110,1593.902393,1591.580359,-255.423776,9968.374104,9968.374104,0
3/1/2025 9:34,AAPL,SELL,71,967.1561945,970.6604253,248.8003814,10217.17449,10217.17449,0
3/1/2025 9:35,NFLX,BUY,196,459.5190818,459.6148346,18.76754667,10235.94203,10235.94203,-7.82165E-11
3/1/2025 9:36,NFLX,SELL,107,,2489.77169,-231.471074,10004.47096,10004.47096,-6.73026E-11
3/1/2025 9:37,MSFT,SELL,130,1750.623616,1749.17362,-188.4994329,9815.971525,9815.971525,0
3/1/2025 9:38,AMZN,BUY,89,2701.989973,2704.594882,231.8368838,10047.80841,10047.80841,-2.36469E-11
3/1/2025 9:39,MSFT,SELL,153,3178.469197,3177.055093,-216.357867,9831.450542,9831.450542,0
3/1/2025 9:40,GOOG,BUY,162,830.3094694,830.4739649,26.64827115,9858.098813,9858.098813,0
3/1/2025 9:41,MSFT,SELL,101,3137.417707,3135.427276,-201.0334836,9657.065329,9657.065329,0
3/1/2025 9:42,TSLA,SELL,181,3350.201516,3348.979828,-221.1256051,9435.939724,9435.939724,0
3/1/2025 9:43,AAPL,BUY,25,1076.905591,1072.055318,-121.2568307,9314.682894,9314.682894,0
3/1/2025 9:44,GOOG,SELL,150,2997.397395,2999.82649,364.3643517,9679.047245,9679.047245,0
3/1/2025 9:45,NFLX,BUY,113,990.80866,990.2168345,-66.87628116,9612.170964,9612.170964,0
3/1/2025 9:46,TSLA,BUY,165,2937.857104,2938.154982,49.14977499,9661.320739,9661.320739,0
3/1/2025 9:47,AMZN,BUY,129,3179.804913,3179.877766,9.398014701,9670.718754,9670.718754,0
3/1/2025 9:48,GOOG,SELL,160,3389.102874,3388.290383,-129.9984752,9540.720279,9540.720279,0
3/1/2025 9:49,NFLX,BUY,48,2028.97543,2029.464969,23.49790595,9564.218185,9564.218185,0
