Date,Open,High,Low,Close,Volume
2025-01-02 16:00:00,915,925.77,902,909.81,1767658
2025-01-03 16:00:00,914.33,924.21,911,916.58,1614211
2025-01-06 16:00:00,917.98,927.41,913.27,922.71,1970405
2025-01-07 16:00:00,923.84,931.31,916.43,921.37,1887982
2025-01-08 16:00:00,922.98,930.5,915.42,927.37,1774763
2025-01-10 16:00:00,933.36,944.28,923.5,936.94,2765797
2025-01-13 16:00:00,934,934.99,921,924.7,1693763
2025-01-14 16:00:00,924.3,927.76,909.92,917.23,1683757
2025-01-15 16:00:00,927.26,932.87,918.3,923.5,1839386
2025-01-16 16:00:00,924.73,927.4,917.82,919.75,1352957
2025-01-17 16:00:00,930,943.8,924.57,943.19,2375012
2025-01-21 16:00:00,945.25,956.55,943.5,947.73,2042443
2025-01-22 16:00:00,951.23,951.94,939.24,944.7,2154991
2025-01-23 16:00:00,941.69,943.39,936.49,942.16,1352440
2025-01-24 16:00:00,942.16,946.04,933.56,939.68,1562422
2025-01-27 16:00:00,930,966.99,927.18,965.25,3044682
2025-01-28 16:00:00,961.83,965.71,954.07,958.67,2166375
2025-01-29 16:00:00,957.8,968.26,955,964.02,1713749
2025-01-30 16:00:00,970.3,986.75,970.1,979.01,1788180
2025-01-31 16:00:00,976.24,991,975.78,979.88,1875713
2025-02-03 16:00:00,972.39,1009.61,968.94,1005.83,2751018
2025-02-04 16:00:00,1005.4,1024.35,999.65,1021.86,2001641
2025-02-05 16:00:00,1020,1043.09,1020,1042.88,2050058
2025-02-06 16:00:00,1050,1063,1044.2,1050.99,2218045
2025-02-07 16:00:00,1047,1056.71,1035.51,1043.81,1632854
2025-02-10 16:00:00,1052,1063,1046,1061.92,2036894
2025-02-11 16:00:00,1059.91,1066,1049.04,1058.34,1748505
2025-02-12 16:00:00,1054.15,1067,1051,1065.12,1662315
2025-02-13 16:00:00,1067.01,1078.23,1064.65,1076.86,1623281
2025-02-14 16:00:00,1076.48,1077.49,1068.01,1071.85,1410728
2025-02-18 16:00:00,1069.21,1071,1045.24,1056.03,2090589
2025-02-19 16:00:00,1056.06,1063.18,1053,1062.54,1349634
2025-02-20 16:00:00,1053.64,1053.64,1033.85,1034.83,2000545
2025-02-21 16:00:00,1034.61,1036.21,1024.68,1035.03,1816308
2025-02-24 16:00:00,1028.54,1038.19,1025.22,1035.6,1759749
2025-02-25 16:00:00,1040.73,1057.02,1037.46,1055.66,2083802
2025-02-26 16:00:00,1050.14,1058.89,1030.18,1031.97,1555684
2025-02-27 16:00:00,1034,1042.53,1018.83,1021.71,1629074
2025-02-28 16:00:00,1030.61,1049.38,1023.99,1048.61,3307117
2025-03-03 16:00:00,1051.74,1066,1041.14,1046.85,2422451
2025-03-04 16:00:00,1045.73,1047.93,1028.73,1036.87,2536792
2025-03-05 16:00:00,1033.08,1050.98,1028.5,1047.75,1898604
2025-03-06 16:00:00,1032.95,1045.89,1019.05,1026.62,2594563
2025-03-07 16:00:00,995.15,1002.42,942.78,964.31,5510718
2025-03-10 16:00:00,955.47,959.66,924.03,934.41,4459854
2025-03-11 16:00:00,931,938,921.2,930.49,3204869
2025-03-12 16:00:00,938,944.38,923.25,927.08,2331610
2025-03-13 16:00:00,922,923.5,887.47,890.62,3447210
2025-03-14 16:00:00,891.81,906.95,881.56,903.92,3186406
2025-03-17 16:00:00,901.63,923.39,898,916.61,2256059
2025-03-18 16:00:00,913,917.56,896.84,898.05,2182005
2025-03-19 16:00:00,902.86,910.16,896,904.05,1908521
2025-03-20 16:00:00,901.5,907.48,894.1,895.4,1891797
2025-03-21 16:00:00,888.75,909.77,883.96,909.26,3447576
2025-03-24 16:00:00,920,928.65,920,926.04,2208062
2025-03-25 16:00:00,926.63,932.29,922.49,930.26,1622981
2025-03-26 16:00:00,934.33,939.42,923.45,929.75,1646854
2025-03-27 16:00:00,929.56,942.9,928,938.75,1546989
2025-03-28 16:00:00,937.5,938.75,926,929.66,2100487
2025-03-31 16:00:00,922.36,995,922.04,945.78,3101963
2025-04-01 16:00:00,942.42,957.72,938.75,954.4,2041507
2025-04-02 16:00:00,950.84,970.89,950,965.08,1719896
2025-04-03 16:00:00,931.08,981.35,928,967.08,3096918
2025-04-04 16:00:00,955,964.52,914.14,916.48,5166988
2025-04-07 16:00:00,887.75,937.82,871.71,908.13,4626591
2025-04-08 16:00:00,932.05,942.99,899.57,908.75,3545403
2025-04-09 16:00:00,908,967.46,897.67,965.19,5084527
2025-04-10 16:00:00,966.5,993.41,942.89,964.31,4209053
2025-04-11 16:00:00,963.96,970.21,943.16,963.41,2721811
2025-04-14 16:00:00,970,987.13,965,979.32,2219943
2025-04-15 16:00:00,985.35,994,974.25,976.92,1788151
2025-04-16 16:00:00,972.13,978.65,959.24,967.75,2531715
2025-04-17 16:00:00,973.28,999.92,971.99,994.5,2711124
2025-04-21 16:00:00,993,996.99,942.97,957.77,2841310
2025-04-22 16:00:00,969.75,987.45,966.78,979.23,2230645
2025-04-23 16:00:00,994.52,995.75,969,975.84,2109653
2025-04-24 16:00:00,973.6,978,960.71,975.48,2468463
2025-04-25 16:00:00,973.97,978.32,962.88,977.16,1780887
2025-04-28 16:00:00,978.5,985.3,968.78,978.54,1616155
2025-04-29 16:00:00,978,993.21,971.06,991.7,1523146
2025-04-30 16:00:00,990,997.76,976.55,994.5,2212362
2025-05-01 16:00:00,990.1,1006.38,985,999.04,1829874
2025-05-02 16:00:00,1007.83,1018,1004.61,1008.3,1547710
2025-05-05 16:00:00,1007.51,1017.78,1002.5,1014.89,1952580
2025-05-06 16:00:00,1008.45,1016.23,1003.51,1010.5,1381248
2025-05-07 16:00:00,1011.18,1014.1,1001.47,1007.15,1316596
2025-05-08 16:00:00,1013.5,1017,991.4,1007.71,1882643
2025-05-09 16:00:00,1004.61,1010.71,998.05,1008.09,1176656
2025-05-12 16:00:00,1009.79,1016.91,992.24,1016.15,2069049
2025-05-13 16:00:00,1013.72,1023.83,987.6,999.03,2917044
2025-05-14 16:00:00,998.76,999.86,990.52,991.54,2214978
2025-05-15 16:00:00,992.65,1014,983,1010.47,2470690
2025-05-16 16:00:00,1012.49,1028.26,1009,1025.83,2033744
2025-05-19 16:00:00,1018.6,1034.99,1012.89,1034.34,1879788
2025-05-20 16:00:00,1030.01,1038,1030.01,1036.82,2271232
2025-05-21 16:00:00,1030.94,1039.47,1023.8,1025.3,1438885
2025-05-22 16:00:00,1027.72,1028.78,1014.12,1018.13,1660909
2025-05-23 16:00:00,1012,1015.11,1007,1008.5,1413916
2025-05-27 16:00:00,1015,1018.95,1010.93,1017.79,1868169
2025-05-28 16:00:00,1017.05,1024.62,1012.96,1013.14,1674743
2025-05-29 16:00:00,1016.01,1017.54,1003.6,1008.74,2023815
2025-05-30 16:00:00,1002.3,1052.49,1002,1040.18,5403837
2025-06-02 16:00:00,1034.27,1060.5,1034.27,1056.85,2148004
2025-06-03 16:00:00,1054.15,1067.08,1043.26,1055.59,1992850
2025-06-04 16:00:00,1055,1057.83,1049.37,1051.69,1422086
2025-06-05 16:00:00,1050,1051.05,1006.01,1010.81,3297524
2025-06-06 16:00:00,1020.63,1020.63,1008.61,1014.94,1855428
2025-06-09 16:00:00,1012.42,1013.35,996.97,1006.18,1696711
2025-06-10 16:00:00,1006.93,1011.51,997.72,1007.27,2255019
2025-06-11 16:00:00,1002.44,1005.44,993.38,996.78,2459835
2025-06-12 16:00:00,999,1003.25,995.36,1002.71,1720138
2025-06-13 16:00:00,999.08,1003.59,988.67,990.21,1785964
2025-06-16 16:00:00,992.33,1001.85,981.44,984.36,2109338
2025-06-17 16:00:00,983,986.1,976.2,977.72,1668225
2025-06-18 16:00:00,980,982.65,974.07,974.9,1509613
2025-06-20 16:00:00,983.99,988.66,973.9,980.29,3255699
2025-06-23 16:00:00,983.15,1004.87,981.26,1004.48,2082928
2025-06-24 16:00:00,1005.84,1005.84,992.07,1001.92,2385103
2025-06-25 16:00:00,1003,1004.98,986,986.54,1827694
2025-06-26 16:00:00,987.73,987.73,976.5,982.91,2262786
2025-06-27 16:00:00,982.24,993.14,980.3,985.14,2129190
2025-06-30 16:00:00,985.16,991.74,979.75,989.94,2127591
2025-07-01 16:00:00,990,996.84,974.5,985.96,2200576
2025-07-02 16:00:00,983.87,985.7,976.87,982.36,1606122
2025-07-03 13:05:00,982.41,987.67,977.33,987.02,1101351
2025-07-07 16:00:00,985,992.89,976.2,992.18,1832591
2025-07-08 16:00:00,989.5,995.87,983.93,985.84,1716151
2025-07-09 16:00:00,988.39,988.39,972.28,982.09,2922574
2025-07-10 16:00:00,987,988,969.07,970.17,2903765
2025-07-11 16:00:00,973.29,978.98,965.7,970.33,1941995
2025-07-14 16:00:00,971.1,981.49,969.62,980.91,1679303
2025-07-15 16:00:00,979.25,980.25,966.66,967.68,1878003
2025-07-16 16:00:00,967.99,969.59,950.13,951.37,2950277
2025-07-17 16:00:00,950.36,954.75,947.51,953.91,2280638
2025-07-18 16:00:00,959.95,960.26,949.65,950.95,2115538
2025-07-21 16:00:00,951.51,955.76,946.6,947.56,1742426
2025-07-22 16:00:00,948.8,957.7,941.25,941.61,1799905
2025-07-23 16:00:00,942.38,948.5,936,941.19,2401619
2025-07-24 16:00:00,941.33,942.9,933.49,933.8,2057072
2025-07-25 16:00:00,936.3,941.29,934.35,935.48,1827655
2025-07-28 16:00:00,935.5,940.24,930.89,933.99,2006292
2025-07-29 16:00:00,933.99,941.79,927.38,934.57,2065880
