Date,Open,High,Low,Close,Volume
2025-01-02 16:00:00,136,138.88,134.63,138.31,198247166
2025-01-03 16:00:00,140.01,144.9,139.73,144.47,229322478
2025-01-06 16:00:00,148.59,152.16,147.82,149.43,265377359
2025-01-07 16:00:00,153.03,153.13,140.01,140.14,351782174
2025-01-08 16:00:00,142.58,143.95,137.56,140.11,227349948
2025-01-10 16:00:00,137.45,139.92,134.22,135.91,207602514
2025-01-13 16:00:00,129.99,133.49,129.51,133.23,204808914
2025-01-14 16:00:00,136.05,136.38,130.05,131.76,195590485
2025-01-15 16:00:00,133.65,136.45,131.29,136.24,185217338
2025-01-16 16:00:00,138.64,138.75,133.49,133.57,209235583
2025-01-17 16:00:00,136.69,138.5,135.46,137.71,201188760
2025-01-21 16:00:00,139.16,141.83,137.09,140.83,197748985
2025-01-22 16:00:00,144.66,147.79,143.67,147.07,237651395
2025-01-23 16:00:00,145.05,147.23,143.72,147.22,155915549
2025-01-24 16:00:00,148.37,148.97,141.88,142.62,234657635
2025-01-27 16:00:00,124.8,128.4,116.7,118.42,818830895
2025-01-28 16:00:00,121.81,129,116.25,128.99,579666350
2025-01-29 16:00:00,126.5,126.89,120.05,123.7,467120640
2025-01-30 16:00:00,123.1,125,118.1,124.65,392925469
2025-01-31 16:00:00,123.78,127.85,119.19,120.07,390372899
2025-02-03 16:00:00,114.75,118.57,113.01,116.66,371235677
2025-02-04 16:00:00,116.96,121.2,116.7,118.65,256550040
2025-02-05 16:00:00,121.76,125,120.76,124.83,263110629
2025-02-06 16:00:00,127.42,128.77,125.21,128.68,251483574
2025-02-07 16:00:00,129.22,130.37,125,129.84,228186298
2025-02-10 16:00:00,130.09,135,129.96,133.57,216989086
2025-02-11 16:00:00,132.58,134.48,131.02,132.8,178902379
2025-02-12 16:00:00,130.02,132.24,129.08,131.14,160278552
2025-02-13 16:00:00,131.56,136.5,131.17,135.29,197429975
2025-02-14 16:00:00,136.48,139.25,135.5,138.85,195479557
2025-02-18 16:00:00,141.27,143.44,137.93,139.4,219176627
2025-02-19 16:00:00,139.51,141.36,137.22,139.23,167536006
2025-02-20 16:00:00,140.03,140.66,136.79,140.11,143903583
2025-02-21 16:00:00,140.04,141.46,134.03,134.43,228217585
2025-02-24 16:00:00,136.56,138.59,130.08,130.28,251381137
2025-02-25 16:00:00,129.98,130.2,124.44,126.63,271428711
2025-02-26 16:00:00,129.99,133.73,128.49,131.28,322553814
2025-02-27 16:00:00,135,135.01,120.01,120.15,443175846
2025-02-28 16:00:00,118.02,125.09,116.4,124.92,389091145
2025-03-03 16:00:00,123.51,123.7,112.28,114.06,411381373
2025-03-04 16:00:00,110.65,119.31,110.11,115.99,398163305
2025-03-05 16:00:00,117.58,118.28,114.51,117.3,284337886
2025-03-06 16:00:00,113.53,115.35,110.22,110.57,321181861
2025-03-07 16:00:00,111.25,113.48,107.56,112.69,341755468
2025-03-10 16:00:00,109.9,111.85,105.46,106.98,366487363
2025-03-11 16:00:00,106.99,112.24,104.77,108.76,354865692
2025-03-12 16:00:00,114.12,116.76,112.88,115.74,323857454
2025-03-13 16:00:00,117.03,117.76,113.79,115.58,299033131
2025-03-14 16:00:00,118.61,121.88,118.15,121.67,277593455
2025-03-17 16:00:00,122.74,122.89,118.03,119.53,255501481
2025-03-18 16:00:00,118,119.02,114.54,115.43,299686944
2025-03-19 16:00:00,117.27,120.45,115.68,117.52,273426225
2025-03-20 16:00:00,116.55,120.2,116.47,118.53,248829749
2025-03-21 16:00:00,116.94,117.99,115.42,117.7,266498528
2025-03-24 16:00:00,119.88,122.22,119.34,121.41,228452534
2025-03-25 16:00:00,120.55,121.29,118.92,120.69,167447198
2025-03-26 16:00:00,118.73,118.84,112.71,113.76,296431667
2025-03-27 16:00:00,111.35,114.45,110.66,111.43,236902055
2025-03-28 16:00:00,111.49,112.87,109.07,109.67,229872549
2025-03-31 16:00:00,105.13,110.96,103.65,108.38,299212653
2025-04-01 16:00:00,108.52,110.2,106.47,110.15,222614034
2025-04-02 16:00:00,107.29,111.98,106.79,110.42,220601243
2025-04-03 16:00:00,103.51,105.63,101.6,101.8,338769412
2025-04-04 16:00:00,98.91,100.13,92.11,94.31,532273810
2025-04-07 16:00:00,87.46,101.75,86.62,97.64,611041347
2025-04-08 16:00:00,103.81,105.85,94.46,96.3,476243392
2025-04-09 16:00:00,98.89,115.1,97.53,114.33,612918336
2025-04-10 16:00:00,109.37,110.86,99.15,107.57,437812353
2025-04-11 16:00:00,108.5,111.55,107.48,110.93,313417265
2025-04-14 16:00:00,114.11,114.29,109.07,110.71,264705049
2025-04-15 16:00:00,110.97,113.62,110.5,112.2,228966900
2025-04-16 16:00:00,104.55,106.79,100.45,104.49,397016870
2025-04-17 16:00:00,104.45,104.47,100.05,101.49,292517465
2025-04-21 16:00:00,98.77,99.44,95.04,96.91,288501136
2025-04-22 16:00:00,98.78,99.81,97.28,98.89,241004784
2025-04-23 16:00:00,104.52,104.8,102.02,102.71,247525971
2025-04-24 16:00:00,103.48,106.54,103.11,106.43,220815041
2025-04-25 16:00:00,106.85,111.92,105.73,111.01,251064672
2025-04-28 16:00:00,109.69,110.37,106.02,108.73,207708479
2025-04-29 16:00:00,107.67,110.2,107.44,109.02,170444263
2025-04-30 16:00:00,104.47,108.92,104.08,108.92,235044611
2025-05-01 16:00:00,113.08,114.94,111.3,111.61,236121507
