Date,Open,High,Low,Close,Volume
2025-01-02 16:00:00,76.2,76.53,72.42,75.19,72217192
2025-01-03 16:00:00,75.39,79.98,75.19,79.89,62415008
2025-01-06 16:00:00,78.69,80.06,74.61,75.92,105619544
2025-01-07 16:00:00,75.2,75.39,69.75,69.99,91727347
2025-01-08 16:00:00,68.12,69.53,66.51,68.23,91349513
2025-01-10 16:00:00,66.01,68.2,65.04,67.26,78148636
2025-01-13 16:00:00,64.29,65.68,63.4,64.98,69046325
2025-01-14 16:00:00,67.18,68.23,65.19,65.91,56814898
2025-01-15 16:00:00,68.55,68.85,67.08,68.14,56025752
2025-01-16 16:00:00,69.08,71.43,68.36,69.24,62908663
2025-01-17 16:00:00,70.9,72.34,69.95,71.77,54753981
2025-01-21 16:00:00,73.24,73.64,70.6,73.07,56228967
2025-01-22 16:00:00,74.5,77.16,73.8,76.87,66876368
2025-01-23 16:00:00,76.04,79,75.84,78.98,55937896
2025-01-24 16:00:00,79.05,82.24,78.44,78.98,77931906
2025-01-27 16:00:00,74.07,76.72,72.67,75.44,76093325
2025-01-28 16:00:00,75.54,80.74,74.04,80.23,65916656
2025-01-29 16:00:00,79.95,80.82,77.81,79.76,49262158
2025-01-30 16:00:00,80.02,81.83,79.38,81.22,46067527
2025-01-31 16:00:00,81,85.22,80.87,82.49,79000219
2025-02-03 16:00:00,80.13,84.25,78.47,83.74,126592731
2025-02-04 16:00:00,102.8,106.91,100.51,103.83,230806794
2025-02-05 16:00:00,101.78,103.57,99.32,101.36,90792345
2025-02-06 16:00:00,101.09,111.55,100.26,111.28,128217484
2025-02-07 16:00:00,111.66,116.3,110.45,110.85,143795408
2025-02-10 16:00:00,112.03,116.76,108.72,116.65,99938072
2025-02-11 16:00:00,116.5,118.66,112.1,112.62,94311705
2025-02-12 16:00:00,110.29,117.59,110,117.39,75316878
2025-02-13 16:00:00,117.31,118.39,115.15,117.91,60026970
2025-02-14 16:00:00,117.9,120.67,116.8,119.16,65528863
2025-02-18 16:00:00,120.94,125,118.43,124.62,84227164
2025-02-19 16:00:00,123.86,125.41,108.56,112.06,147487261
2025-02-20 16:00:00,102.91,107.4,95.8,106.27,243093928
2025-02-21 16:00:00,107.68,109.07,100,101.35,129063185
2025-02-24 16:00:00,95.88,99.01,89.3,90.68,184484984
2025-02-25 16:00:00,90.65,91.7,85.25,87.84,132626266
2025-02-26 16:00:00,89.16,91.69,87.59,89.31,94846187
2025-02-27 16:00:00,91.91,93.62,84.17,84.77,99680477
2025-02-28 16:00:00,79.98,85.18,78.58,84.92,125977426
2025-03-03 16:00:00,88.55,90.48,82.53,83.42,114573905
2025-03-04 16:00:00,80.16,88.5,79.3,84.4,116800332
2025-03-05 16:00:00,86.35,90.3,82.5,90.13,116052996
2025-03-06 16:00:00,87.51,88.34,80.01,80.46,117340586
2025-03-07 16:00:00,80.03,85.16,79.15,84.91,105377101
2025-03-10 16:00:00,82,82.69,74.57,76.38,136843832
2025-03-11 16:00:00,75.79,80.75,75.53,78.05,109351514
2025-03-12 16:00:00,83.48,84.55,79.86,83.65,116525071
2025-03-13 16:00:00,82.85,83.74,78.32,79.62,100927167
2025-03-14 16:00:00,82.97,87.27,82.16,86.24,113985021
2025-03-17 16:00:00,88.44,88.82,84.5,87.35,99348869
2025-03-18 16:00:00,85.78,86.17,81.8,83.89,93236494
2025-03-19 16:00:00,84.55,87.99,82.86,86.1,89797417
2025-03-20 16:00:00,85.54,89.8,85.12,87.39,105547414
2025-03-21 16:00:00,85.85,91.07,84.46,90.96,116748695
2025-03-24 16:00:00,93.4,97.39,92.28,96.75,112164708
2025-03-25 16:00:00,97.22,98.17,95.08,96.5,78015273
2025-03-26 16:00:00,96.29,97.3,90.82,92.28,82138337
2025-03-27 16:00:00,91.02,93.65,89.67,90.09,82823003
2025-03-28 16:00:00,89.34,89.38,84.1,85.85,91091708
2025-03-31 16:00:00,80,84.65,78.75,84.4,108092868
2025-04-01 16:00:00,83.89,85.28,81.82,84.68,78980662
2025-04-02 16:00:00,82.4,88.41,82.3,87.45,96563137
2025-04-03 16:00:00,81.25,85.68,81.01,83.6,93878189
2025-04-04 16:00:00,80.07,80.98,71.93,74.01,147323190
2025-04-07 16:00:00,66.65,81.8,66.12,77.84,169083704
2025-04-08 16:00:00,83.29,86.11,75.22,77.32,135345594
2025-04-09 16:00:00,78.19,93.33,77.27,92.01,187244271
2025-04-10 16:00:00,88.4,90.78,84.14,88.59,124448216
2025-04-11 16:00:00,87.98,89.55,85.47,88.55,95130683
2025-04-14 16:00:00,95.8,97.33,91.46,92.62,122836852
2025-04-15 16:00:00,93.53,98.99,93.05,98.4,118457651
2025-04-16 16:00:00,96.28,97.3,89.62,92.71,121997637
2025-04-17 16:00:00,94.71,95.11,92.27,93.78,83991760
2025-04-21 16:00:00,92.84,96.48,89.31,90.8,83831145
2025-04-22 16:00:00,93.02,96.34,91.35,93.99,91185377
2025-04-23 16:00:00,98.86,103.76,97.83,100.82,112909507
2025-04-24 16:00:00,101.53,108,100.91,107.78,103190699
2025-04-25 16:00:00,108.05,112.88,106.55,112.78,103933839
2025-04-28 16:00:00,113.78,114.86,108.87,114.65,111082860
2025-04-29 16:00:00,113.98,117.23,113.24,116.08,79709007
2025-04-30 16:00:00,111.61,118.78,110.54,118.44,109461682
2025-05-01 16:00:00,120.04,120.19,116,116.2,90677568
2025-05-02 16:00:00,118.66,124.42,118.63,124.28,103094298
2025-05-05 16:00:00,123.7,125.26,121.36,123.77,135961250
2025-05-06 16:00:00,112.71,113.91,105.32,108.86,201193359
2025-05-07 16:00:00,107.97,111.85,107,110.48,95713676
2025-05-08 16:00:00,112.28,120.38,112.07,119.15,126966207
2025-05-09 16:00:00,118.97,119.16,114.9,117.3,81005270
2025-05-12 16:00:00,120.78,120.94,115.01,118.46,94257341
2025-05-13 16:00:00,119.92,130.6,119.31,128.1,147155359
2025-05-14 16:00:00,129.01,133.49,127.56,130.18,96611470
2025-05-15 16:00:00,128.37,130.2,125.74,128.12,69502967
2025-05-16 16:00:00,129.23,130.33,126.76,129.52,57003724
2025-05-19 16:00:00,124.72,127.77,124.32,126.33,72503922
2025-05-20 16:00:00,127.22,128.2,124.65,125.59,61265310
2025-05-21 16:00:00,125.16,127.11,119.41,120.58,80657671
2025-05-22 16:00:00,121.95,126.33,121.38,122.29,75498278
2025-05-23 16:00:00,120.88,125.54,120.68,123.31,65905836
2025-05-27 16:00:00,126.82,127.88,120.88,123.39,86455174
2025-05-28 16:00:00,124.23,125.65,122.91,123.76,64866004
2025-05-29 16:00:00,125.35,126.47,121.53,122.32,63137904
2025-05-30 16:00:00,123.53,131.94,122.75,131.78,185897579
