timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
2025-01-01T21:11:08Z,NVDA,sell,0.983347,650.0,654.5115,-6.15,9993.85
2025-01-02T01:51:30Z,TSLA,sell,1.5346,220.0,215.5675,5.9,9999.75
2025-01-03T19:54:21Z,TSLA,sell,3.5889,215.5675,211.826,11.35,10011.1
2025-01-04T04:16:13Z,AAPL,sell,1.6049,180.0,178.9757,0.87,10011.97
2025-01-04T06:27:31Z,AAPL,sell,1.5438,178.9757,175.5715,4.51,10016.49
2025-01-05T16:25:59Z,AAPL,sell,3.5021,175.5715,177.3402,-7.84,10008.65
2025-01-07T12:48:10Z,AAPL,buy,4.1441,177.3402,179.3692,6.44,10015.08
2025-01-08T22:39:34Z,AAPL,sell,4.1374,179.3692,179.2879,-1.65,10013.43
2025-01-08T22:44:03Z,AAPL,buy,3.7378,179.2879,177.0182,-10.28,10003.15
2025-01-10T12:42:32Z,EURUSD,buy,563.2399,1.09,1.085832,-3.99,9999.16
2025-01-10T15:42:59Z,NVDA,sell,1.1624,654.5115,654.9478,-2.55,9996.61
2025-01-12T03:25:51Z,NVDA,buy,0.39166,654.9478,652.6288,-1.6,9995.02
2025-01-13T23:54:53Z,NVDA,sell,0.72027,652.6288,642.8042,5.82,10000.83
2025-01-14T20:06:49Z,NVDA,buy,1.1796,642.8042,630.2121,-16.89,9983.95
2025-01-15T09:04:45Z,AAPL,sell,4.3577,177.0182,176.7714,-0.99,9982.96
2025-01-16T23:53:54Z,MSFT,buy,0.922298,410.0,402.237,-8.17,9974.78
2025-01-17T17:06:04Z,NVDA,buy,0.338241,630.2121,636.1275,1.43,9976.21
2025-01-17T17:17:13Z,NVDA,sell,0.477842,636.1275,641.4264,-3.35,9972.87
2025-01-18T01:40:38Z,NVDA,sell,0.37922,641.4264,634.0818,2.13,9975.0
2025-01-19T01:51:47Z,MSFT,buy,0.566123,402.237,397.1428,-3.49,9971.5
2025-01-19T02:05:27Z,NVDA,sell,0.414744,634.0818,633.6803,-0.54,9970.97
2025-01-20T23:30:33Z,NVDA,buy,0.475388,633.6803,629.6542,-2.72,9968.25
2025-01-21T05:17:05Z,NVDA,buy,0.956295,629.6542,636.1658,4.61,9972.86
2025-01-22T17:37:48Z,AAPL,buy,2.8432,176.7714,175.6869,-4.43,9968.43
2025-01-22T21:00:47Z,AAPL,buy,2.8112,175.6869,173.657,-7.03,9961.4
2025-01-24T01:49:08Z,AAPL,buy,3.517,173.657,172.8432,-4.5,9956.9
2025-01-24T03:18:32Z,AAPL,buy,3.3203,172.8432,175.0373,5.75,9962.65
2025-01-25T08:50:13Z,NVDA,buy,0.983036,636.1658,640.8997,2.98,9965.62
2025-01-25T22:08:07Z,AAPL,buy,4.2431,175.0373,176.632,4.78,9970.4
2025-01-26T01:03:40Z,AAPL,buy,1.4105,176.632,178.8885,2.51,9972.91
2025-01-26T22:05:37Z,AMZN,sell,4.3476,170.0,168.8699,2.93,9975.85
2025-01-27T11:19:08Z,ETH-USD,buy,0.262676,2400.0,2417.77,2.98,9978.83
2025-01-27T22:08:28Z,AAPL,sell,3.9225,178.8885,179.8499,-5.65,9973.17
2025-01-29T11:29:09Z,AAPL,sell,3.69,179.8499,176.8204,9.4,9982.58
2025-01-30T05:12:06Z,NVDA,sell,0.772508,640.8997,645.5928,-4.95,9977.62
2025-01-31T16:26:06Z,TSLA,buy,0.995592,211.826,213.0508,0.65,9978.28
2025-02-02T12:36:51Z,AMZN,sell,2.4019,168.8699,170.86,-5.87,9972.41
2025-02-03T02:50:21Z,AMZN,buy,2.5801,170.86,166.7837,-11.7,9960.71
2025-02-04T14:20:03Z,AMZN,sell,4.6537,166.7837,168.0129,-7.8,9952.91
2025-02-04T14:30:29Z,AMZN,buy,1.4915,168.0129,164.3339,-6.16,9946.75
2025-02-04T19:25:04Z,ETH-USD,buy,0.179901,2417.77,2433.61,1.68,9948.44
2025-02-06T08:45:23Z,ETH-USD,sell,0.172071,2433.61,2411.75,2.64,9951.08
2025-02-07T23:28:39Z,ETH-USD,sell,0.203631,2411.75,2366.94,7.81,9958.88
2025-02-08T06:56:14Z,AAPL,buy,4.4631,176.8204,173.5791,-16.58,9942.3
2025-02-09T20:03:25Z,TSLA,sell,3.2766,213.0508,215.9667,-11.43,9930.88
2025-02-10T23:30:04Z,GBPUSD,buy,171.5012,1.27,1.273283,-0.02,9930.86
2025-02-10T23:40:17Z,GBPUSD,buy,574.632,1.273283,1.254426,-12.8,9918.06
