timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
2025-01-01T21:52:42Z,ETH-USD,buy,0.092721,2400.0,2394.04,-1.15,9998.85
2025-01-02T12:40:09Z,AMZN,sell,4.6299,170.0,166.5459,13.88,10012.73
2025-01-03T01:25:34Z,MSFT,sell,1.9187,410.0,412.6253,-7.15,10005.59
2025-01-04T01:37:24Z,NVDA,buy,1.0272,650.0,651.0814,-0.68,10004.91
2025-01-05T02:24:05Z,ETH-USD,buy,0.332667,2394.04,2397.83,-0.87,10004.04
2025-01-05T21:32:34Z,MSFT,buy,1.8032,412.6253,407.3087,-11.58,9992.45
2025-01-06T19:50:56Z,ETH-USD,sell,0.254367,2397.83,2378.09,3.39,9995.84
2025-01-07T12:30:30Z,TSLA,buy,1.781,220.0,222.5608,3.51,9999.35
2025-01-07T23:57:33Z,TSLA,sell,2.3608,222.5608,222.1597,-0.46,9998.89
2025-01-08T09:20:03Z,TSLA,buy,1.5448,222.1597,223.4272,1.04,9999.93
2025-01-09T20:37:48Z,BTC-USD,buy,0.0087,45000.0,44123.48,-8.67,9991.25
2025-01-11T08:51:37Z,EURUSD,buy,191.4914,1.09,1.082163,-2.06,9989.19
2025-01-12T13:59:44Z,MSFT,buy,1.6351,407.3087,409.3695,1.58,9990.78
2025-01-13T16:01:01Z,GBPUSD,buy,389.5643,1.27,1.273546,0.06,9990.83
2025-01-15T09:57:48Z,GBPUSD,buy,473.2169,1.273546,1.25565,-10.08,9980.75
2025-01-16T21:56:56Z,AAPL,buy,3.1927,180.0,180.2166,-0.85,9979.9
2025-01-18T13:12:23Z,AAPL,sell,2.6165,180.2166,180.3127,-1.52,9978.39
2025-01-20T00:00:00Z,TSLA,sell,2.0161,223.4272,220.8445,4.0,9982.39
2025-01-21T02:16:29Z,TSLA,buy,2.7922,220.8445,220.229,-3.37,9979.01
2025-01-21T02:31:10Z,TSLA,sell,1.5089,220.229,219.6152,0.04,9979.05
2025-01-21T19:30:41Z,TSLA,sell,1.6933,219.6152,220.7835,-2.97,9976.07
2025-01-23T09:22:11Z,TSLA,sell,3.1416,220.7835,221.9143,-5.41,9970.66
2025-01-23T09:31:00Z,TSLA,buy,2.029,221.9143,224.8366,4.72,9975.39
2025-01-23T16:51:52Z,ETH-USD,buy,0.26969,2378.09,2339.01,-12.26,9963.13
2025-01-24T06:19:06Z,ETH-USD,sell,0.292664,2339.01,2356.37,-6.91,9956.21
2025-01-26T00:06:41Z,MSFT,buy,0.802205,409.3695,410.8295,0.29,9956.51
2025-01-26T00:20:36Z,MSFT,buy,1.7289,410.8295,413.202,2.2,9958.7
2025-01-27T12:07:20Z,MSFT,sell,1.3143,413.202,417.4121,-6.99,9951.72
2025-01-27T18:47:03Z,MSFT,sell,1.0158,417.4121,421.6884,-5.48,9946.24
2025-01-28T15:47:52Z,MSFT,buy,1.5775,421.6884,425.4882,4.21,9950.45
2025-01-28T15:50:28Z,AMZN,buy,3.3938,166.5459,163.5842,-11.57,9938.88
2025-01-28T18:11:34Z,AMZN,sell,1.9371,163.5842,164.6138,-2.84,9936.04
2025-01-30T16:50:23Z,EURUSD,sell,426.3157,1.082163,1.068877,4.43,9940.46
2025-01-31T01:33:11Z,EURUSD,sell,438.6766,1.068877,1.082771,-7.35,9933.11
2025-01-31T17:04:27Z,EURUSD,sell,276.9212,1.082771,1.08137,-0.42,9932.7
2025-02-01T11:02:14Z,EURUSD,sell,221.9097,1.08137,1.06365,3.29,9935.99
2025-02-01T22:05:02Z,EURUSD,sell,216.7429,1.06365,1.064835,-0.87,9935.11
2025-02-02T03:05:42Z,EURUSD,buy,309.6385,1.064835,1.070403,0.84,9935.95
2025-02-02T13:07:20Z,EURUSD,buy,532.1019,1.070403,1.073556,0.15,9936.1
2025-02-02T20:46:49Z,BTC-USD,buy,0.013544,44123.48,43372.66,-11.77,9924.33
2025-02-03T04:46:31Z,GBPUSD,sell,285.6918,1.25565,1.260349,-2.3,9922.03
2025-02-04T19:59:17Z,GBPUSD,sell,183.8435,1.260349,1.24292,2.58,9924.61
2025-02-05T18:30:27Z,NVDA,sell,0.585048,651.0814,657.1515,-4.57,9920.04
2025-02-06T19:21:41Z,NVDA,buy,0.618432,657.1515,663.9473,3.11,9923.15
2025-02-08T08:23:16Z,NVDA,buy,0.752081,663.9473,651.2581,-10.88,9912.27
2025-02-09T02:37:29Z,ETH-USD,buy,0.232081,2356.37,2345.68,-3.95,9908.32
2025-02-09T06:33:07Z,ETH-USD,sell,0.207727,2345.68,2356.01,-3.45,9904.87
2025-02-10T05:59:06Z,AAPL,buy,2.7907,180.3127,177.1706,-10.12,9894.76
2025-02-11T23:25:50Z,TSLA,buy,1.7975,224.8366,221.6764,-6.76,9887.99
2025-02-13T20:01:38Z,TSLA,sell,2.0987,221.6764,220.9684,0.24,9888.23
2025-02-14T05:41:27Z,TSLA,sell,1.4155,220.9684,218.0157,3.34,9891.57
2025-02-15T18:43:12Z,TSLA,buy,1.508,218.0157,219.1732,0.86,9892.44
2025-02-15T18:48:21Z,MSFT,sell,1.8506,425.4882,423.1391,2.24,9894.67
2025-02-16T12:13:45Z,MSFT,sell,0.906031,423.1391,422.6934,-0.62,9894.05
2025-02-17T01:59:14Z,MSFT,sell,1.5341,422.6934,414.3779,11.02,9905.07
2025-02-18T17:57:43Z,MSFT,buy,1.6892,414.3779,412.451,-5.13,9899.94
2025-02-19T07:22:47Z,MSFT,sell,1.1993,412.451,413.1607,-2.18,9897.76
2025-02-19T10:25:32Z,MSFT,buy,0.494379,413.1607,403.4315,-5.36,9892.4
2025-02-19T10:34:47Z,NVDA,sell,0.81671,651.2581,637.8305,9.54,9901.95
2025-02-20T12:34:09Z,MSFT,buy,1.8209,403.4315,407.722,5.84,9907.79
2025-02-22T02:06:09Z,GBPUSD,buy,605.6416,1.24292,1.250991,2.87,9910.66
2025-02-23T14:46:43Z,GBPUSD,buy,191.9336,1.250991,1.262123,1.49,9912.15
2025-02-24T00:29:58Z,GBPUSD,sell,398.6601,1.262123,1.248217,4.2,9916.35
2025-02-24T11:58:38Z,AMZN,buy,2.0088,164.6138,162.0268,-6.08,9910.27
2025-02-26T07:01:28Z,AMZN,buy,3.4015,162.0268,159.0025,-11.76,9898.5
2025-02-26T11:41:21Z,AMZN,sell,1.9415,159.0025,158.8939,-0.62,9897.88
2025-02-27T08:22:50Z,NVDA,buy,0.66152,637.8305,641.9577,1.6,9899.48
2025-02-27T16:22:31Z,NVDA,sell,1.1948,641.9577,637.0171,3.85,9903.33
2025-02-27T16:37:19Z,TSLA,buy,1.175,219.1732,221.1272,1.61,9904.94
2025-02-28T05:25:59Z,TSLA,buy,1.0546,221.1272,219.6474,-2.19,9902.75
2025-03-01T09:07:43Z,TSLA,buy,3.0517,219.6474,220.1494,-0.26,9902.49
2025-03-01T09:10:25Z,AAPL,sell,3.4605,177.1706,174.4311,7.84,9910.32
2025-03-01T09:16:30Z,AAPL,sell,1.5597,174.4311,174.6997,-1.15,9909.18
2025-03-02T00:21:19Z,AAPL,buy,1.7792,174.6997,173.3756,-3.19,9905.99
2025-03-02T08:13:02Z,AAPL,buy,3.0397,173.3756,172.1024,-5.28,9900.7
2025-03-04T01:12:33Z,AMZN,sell,2.7768,158.8939,156.5437,5.34,9906.05
2025-03-04T18:46:59Z,AMZN,buy,4.6906,156.5437,157.8497,4.16,9910.21
2025-03-05T01:29:51Z,AMZN,sell,3.4839,157.8497,159.0381,-5.61,9904.59
2025-03-06T00:18:54Z,AMZN,sell,1.4502,159.0381,160.6535,-2.96,9901.63
2025-03-06T05:27:45Z,AMZN,buy,2.2336,160.6535,157.8493,-7.23,9894.41
2025-03-08T01:32:08Z,EURUSD,buy,322.8335,1.073556,1.057978,-5.96,9888.45
2025-03-09T16:54:42Z,ETH-USD,buy,0.319052,2356.01,2371.4,2.89,9891.34
2025-03-11T00:00:19Z,TSLA,sell,1.7493,220.1494,221.5645,-3.51,9887.84
2025-03-11T23:33:44Z,TSLA,buy,1.8718,221.5645,219.3041,-5.34,9882.49
2025-03-13T01:41:05Z,ETH-USD,sell,0.148327,2371.4,2351.06,2.07,9884.57
2025-03-13T06:17:55Z,ETH-USD,sell,0.23881,2351.06,2367.83,-5.51,9879.06
2025-03-14T11:36:47Z,BTC-USD,sell,0.005371,43372.66,43781.56,-2.82,9876.24
2025-03-14T19:29:09Z,ETH-USD,sell,0.283982,2367.83,2358.54,0.84,9877.07
2025-03-15T10:34:28Z,BTC-USD,sell,0.008203,43781.56,43013.49,5.34,9882.41
2025-03-16T09:56:17Z,BTC-USD,sell,0.0117,43013.49,42447.52,5.27,9887.68
2025-03-16T15:13:06Z,BTC-USD,sell,0.008943,42447.52,41827.08,4.53,9892.22
2025-03-17T10:44:06Z,BTC-USD,sell,0.009292,41827.08,41467.61,2.3,9894.51
