timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
2025-01-02T17:58:25Z,AAPL,sell,2.2659,180.0,177.6114,4.32,10004.32
2025-01-03T02:23:49Z,NVDA,buy,1.1077,650.0,640.746,-12.18,9992.14
2025-01-03T02:25:17Z,GBPUSD,buy,609.1471,1.27,1.268646,-2.9,9989.24
2025-01-04T08:06:52Z,AAPL,buy,4.3452,177.6114,178.7679,2.96,9992.2
2025-01-04T18:08:03Z,AAPL,sell,1.9164,178.7679,180.9504,-5.1,9987.1
2025-01-05T19:04:57Z,ETH-USD,buy,0.273801,2400.0,2427.27,5.7,9992.8
2025-01-06T15:54:01Z,BTC-USD,buy,0.011215,45000.0,45207.01,0.97,9993.77
2025-01-08T10:34:39Z,NVDA,sell,0.870235,640.746,632.5691,5.62,9999.39
2025-01-10T04:20:31Z,AMZN,buy,1.8339,170.0,170.3761,-0.15,9999.25
2025-01-10T04:32:20Z,BTC-USD,sell,0.015904,45207.01,44300.83,12.49,10011.73
2025-01-11T11:48:24Z,BTC-USD,sell,0.008983,44300.83,44636.05,-4.08,10007.65
2025-01-12T20:36:46Z,AAPL,buy,3.8969,180.9504,183.0131,6.15,10013.8
2025-01-14T15:19:29Z,BTC-USD,sell,0.007023,44636.05,44062.21,3.19,10016.99
2025-01-16T06:27:10Z,BTC-USD,sell,0.008104,44062.21,44372.3,-3.47,10013.52
2025-01-16T16:31:15Z,BTC-USD,buy,0.004818,44372.3,44469.89,-0.1,10013.42
2025-01-17T03:12:27Z,MSFT,sell,0.578614,410.0,413.5936,-2.72,10010.7
2025-01-18T12:33:53Z,MSFT,buy,0.694445,413.5936,414.5999,-0.07,10010.63
2025-01-19T09:13:04Z,MSFT,sell,1.814,414.5999,415.9276,-4.42,10006.21
2025-01-19T09:14:47Z,MSFT,sell,0.683184,415.9276,411.7779,2.07,10008.28
2025-01-20T02:30:34Z,AAPL,buy,4.1941,183.0131,180.2468,-13.66,9994.62
2025-01-20T02:35:58Z,AAPL,buy,3.5012,180.2468,180.2028,-1.85,9992.78
2025-01-21T16:23:15Z,AAPL,sell,2.919,180.2028,178.5689,3.36,9996.14
2025-01-22T13:47:30Z,NVDA,buy,0.603297,632.5691,642.2897,4.84,10000.98
2025-01-24T02:41:15Z,MSFT,buy,0.512985,411.7779,406.5759,-3.23,9997.74
2025-01-24T04:17:49Z,NVDA,sell,0.627562,642.2897,628.4885,7.58,10005.33
2025-01-25T22:04:49Z,NVDA,buy,0.854492,628.4885,625.5377,-3.96,10001.36
2025-01-26T13:38:13Z,AAPL,sell,1.2921,178.5689,177.9175,0.22,10001.59
2025-01-26T15:06:52Z,AAPL,sell,1.6777,177.9175,175.3855,3.45,10005.04
2025-01-27T03:43:39Z,ETH-USD,sell,0.252094,2427.27,2430.86,-2.55,10002.49
