Timestamp,Buy/Sell,Asset/Ticker,Amount,Price
2025-01-02 11:51:48,Buy,LULU,5,375.5
2025-01-06 10:30:17,Buy,COST,2,914.44
2025-01-06 15:46:54,Buy,UNH,16,510.74
2025-01-07 11:52:51,Buy,TSLA,1,393.69
2025-01-07 13:12:26,Buy,RY,55,122.15
2025-01-08 10:57:20,Buy,AAPL,7,241.24
2025-01-08 12:58:12,Buy,TSLA,11,388.49
2025-01-09 09:31:22,Buy,ATZ,42,57.22
2025-01-09 11:20:09,Buy,ATZ,106,56.97
2025-01-10 12:38:10,Sell,RY,1,118.42
2025-01-13 10:27:58,Buy,NVDA,27,129.56
2025-01-13 10:38:43,Buy,ATZ,103,63.07
2025-01-15 12:02:14,Sell,ATZ,64,66.25
2025-01-16 13:13:49,Sell,TSLA,5,412.77
2025-01-17 09:43:13,Buy,LULU,11,375.63
2025-01-17 13:13:41,Buy,AAPL,26,231.45
2025-01-20 10:51:00,Buy,ATZ,31,67.46
2025-01-20 11:42:54,Buy,ATZ,76,67.38
2025-01-21 10:10:42,Buy,COST,5,943.59
2025-01-21 12:01:05,Buy,OPEN,141,1.46
2025-01-22 09:47:29,Buy,NVDA,31,144.49
2025-01-22 09:54:56,Sell,TSLA,1,414.68
2025-01-24 10:40:19,Buy,OPEN,1961,1.38
2025-01-24 15:10:11,Buy,COST,3,935.0
2025-01-28 09:46:15,Buy,NVDA,35,118.94
2025-01-28 13:58:20,Buy,LULU,16,404.02
2025-01-29 10:43:51,Buy,AAPL,9,234.02
2025-01-29 11:49:38,Sell,OPEN,1356,1.44
2025-01-31 09:49:01,Buy,AAPL,2,235.84
2025-01-31 13:31:42,Sell,UNH,2,541.7
2025-02-03 11:23:14,Buy,COST,1,971.37
2025-02-03 15:42:19,Buy,ATZ,26,63.43
2025-02-04 09:44:40,Buy,PLTR,37,100.87
2025-02-04 12:44:35,Buy,PLTR,18,102.57
2025-02-05 09:39:08,Buy,TSLA,1,386.6
2025-02-05 13:16:01,Buy,NVDA,3,121.31
2025-02-06 13:23:44,Sell,NVDA,10,126.8
2025-02-06 14:44:11,Buy,NVDA,17,125.85
2025-02-07 12:03:27,Buy,PLTR,9,110.85
2025-02-10 10:14:35,Buy,COST,1,1050.94
2025-02-10 10:53:33,Buy,PLTR,3,109.83
2025-02-11 10:16:37,Buy,LULU,3,397.98
2025-02-11 11:51:53,Sell,OPEN,61,1.35
2025-02-13 15:38:58,Sell,NVDA,40,131.2
2025-02-19 11:35:44,Sell,COST,4,1055.64
2025-02-19 15:19:54,Buy,AAPL,4,244.28
2025-02-20 09:42:16,Buy,TSLA,5,354.91
2025-02-20 12:40:59,Buy,RY,11,119.57
2025-02-21 15:06:07,Sell,AAPL,37,245.4
2025-02-24 10:10:48,Sell,AAPL,1,244.92
2025-02-24 11:02:37,Buy,TSLA,6,333.79
2025-02-25 10:51:08,Buy,OPEN,1232,1.37
2025-02-26 14:07:14,Buy,PLTR,6,88.16
